"";"paste";"dotmusic";"bostonglobe";"filter";"independent";"revolver";"blabbermouth";"blare";"rapreviews";"kerrang";"times";"q";"yahoo";"ign";"roughstock";"allmusic";"austinchronicle";"drownedinsound";"stylus";"slant";"usatoday";"metalhammer";"about";"americansongwriter";"djbooth";"vibe";"prefix";"phoenix";"beatsperminute";"rollingstone";"digitalspy";"e";"fly";"entertainment";"robertchristgau";"observer";"xxl";"mojo";"chicagotribune";"now";"absolutepunk";"nme";"rocksound";"noripcord";"consequenceofsound";"newyorktimes";"hotpress";"cokemachineglow";"chartattack";"popmatters";"skinny";"underradar";"hiphopdx";"melodic";"dusted";"punknews";"countryweekly";"villagevoice";"musicbox";"billboard";"thisisfakediy";"people";"blender";"uncut";"playlouder";"tinymixtapes";"clash";"guardian";"artistdirect";"dailytelegraph";"musicomh";"exclaim";"onethirtybpm";"washingtonpost";"bbc";"a";"sputnikmusic";"urb";"rollingstonealbumguide";"rockfeedback";"pitchforkmedia";"virgin";"losangelestimes";"entertainmentweekly";"msnmusic";"okayplayer";"spin";"alternativepress"
"http://dbpedia.org/resource/The_Lost_Tapes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"0.8";"";"";"";"";"";"";"";"";"0.75";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"0.8500000000000001";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6900000000000001";"";"";"0.9";"";"";"0.8";""
"http://dbpedia.org/resource/Daybreak_(Saves_the_Day_album)";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"0.7";"";"0.6";"";"";"";"";"0.5";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8"
"http://dbpedia.org/resource/Party_Rock";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";""
"http://dbpedia.org/resource/Sagarmatha_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Bloodless_Coup";"0.6900000000000001";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/The_Preacher's_Son";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Sha-Kon-O-Hey!_Land_of_Blue_Smoke";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Is_the_World_Strange_or_Am_I_Strange%3F";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/This_Is_Happening";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"0.875";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"0.9199999999999999";"";"0.75";"0.9";"0.9";"";"0.8";""
"http://dbpedia.org/resource/Love_on_the_Inside";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.6";"0.75";"";"";"";"";"";"";"0.875";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"0.9";"";"";"";""
"http://dbpedia.org/resource/Break_the_Cycle";"";"";"";"";"";"";"";"";"";"";"";"0.4";"0.7";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";""
"http://dbpedia.org/resource/Testify_(Phil_Collins_album)";"";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"0.6";"";"";"";"";"0.75";"";"";"";"";"";"";"";"";"0.6";"";"0.7";"";"";"";"";"";"0.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"0.4";"0.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Sometimes_the_Blues_Is_Just_a_Passing_Bird";"0.9099999999999999";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.82";"";"";"";"0.7";"";"";"";"0.78";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Ferrari_Boyz";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"0.4";"";"";"";"";"";"";"0.6";"";"";"0.6";"";"";"";"";"";"1";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.63";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Whatever_People_Say_I_Am,_That's_What_I'm_Not";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"1.0";"";"";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"0.74";"";"1.0";"0.9";"";"";"0.8500000000000001";""
"http://dbpedia.org/resource/World_Without_Tears";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"0.85";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"1.0";""
"http://dbpedia.org/resource/Chutes_Too_Narrow";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"0.8";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"0.89";"";"";"0.9";"";"";"0.8";""
"http://dbpedia.org/resource/Happiness_Ltd.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"0.6";""
"http://dbpedia.org/resource/Gala_Mill";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8400000000000001";"";"";"";"";"";"";""
"http://dbpedia.org/resource/The_Earth_Is_Not_a_Cold_Dead_Place";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"0.8";"0.9";"0.9500000000000001";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"0.8";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.77";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Endlessly_(album)";"0.6799999999999999";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"0.3";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"0.375";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"0.75";"0.8";"";"";"0.7";""
"http://dbpedia.org/resource/My_World,_My_Way_(album)";"";"";"";"";"";"";"";"";"0.55";"";"";"";"";"";"";"0.5";"";"";"";"";"0.5";"";"";"";"";"0.8";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"0.75";"";"";"";""
"http://dbpedia.org/resource/The_Tigers_Have_Spoken";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"0.8500000000000001";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"0.7";"";"";"";"";"";"";"";"";"";"";"0.6";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.76";"";"";"0.9";"";"";"";""
"http://dbpedia.org/resource/Now_You_Are_One_of_Us";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.77";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Trust_Me_(album)";"";"";"";"";"";"";"";"";"";"";"0.4";"";"0.6";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Universal_Mind_Control";"";"";"";"";"";"";"";"";"0.55";"";"";"";"0.6";"";"";"0.5";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"0.6";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"0.3";"";"";"";"0.27999999999999997";"";"0.625";"0.7";"";"";"";""
"http://dbpedia.org/resource/A_Lively_Mind";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Underwater_Sunshine_(Or_What_We_Did_On_Our_Summer_Vacation)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Blood_Like_Lemonade";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";""
"http://dbpedia.org/resource/Party_Music";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";""
"http://dbpedia.org/resource/When_I_Pretend_to_Fall";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.72";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Hefty_Fine";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.35";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0";"";"";"0.2";"";"";"";"";"";"";"";"";"";"1";"";"";"0.3";"";"0.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Matthew_Morrison_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.75";"";"";"";""
"http://dbpedia.org/resource/Jj_n%C2%B0_2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.8";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.86";"";"";"";"";"";"";""
"http://dbpedia.org/resource/I_Had_the_Blues_But_I_Shook_Them_Loose";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"0.7";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Mad_Season_(album)";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"0.75";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"0.75";"";"";"";""
"http://dbpedia.org/resource/This_Delicate_Thing_We've_Made";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.75";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/De_Vermis_Mysteriis_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.82";"";"";"";"";"";"";""
"http://dbpedia.org/resource/A_Little_More_Personal_(Raw)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"0.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.375";"0.8";"";"";"";""
"http://dbpedia.org/resource/Dangerous_Magical_Noise";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.82";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Fox_Confessor_Brings_the_Flood";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"0.75";"0.9";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"0.8";"";"";"";"";"";"";"";"0.85";"";"";"";"";"0.77";"";"";"";"";"";"";"1.0"
"http://dbpedia.org/resource/Christmas_in_the_Heart";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"0.5";"";"0.8";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"0.6";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"0.8";"";"";"";"";"";"";"";"0.8";"0.5";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Arabia_Mountain_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"0.8";"";"";"";"";"0.77";"";"";"";"";"";"0.7";""
"http://dbpedia.org/resource/Bright_Like_Neon_Love";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";""
"http://dbpedia.org/resource/Born_in_the_U.K.";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"0.27999999999999997";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Andorra_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"0.8300000000000001";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Stankonia";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"0.9";"";"";"";"1.0";"0.9";"";"";"";"1.0"
"http://dbpedia.org/resource/The_Sunlandic_Twins";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"0.85";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"0.64";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Out_of_the_Vein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";""
"http://dbpedia.org/resource/Dusk_and_Summer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"0.75";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"0.62";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"0.77";"0.8";""
"http://dbpedia.org/resource/Sky_at_Night_(album)";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"0.7";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.8";"";"";"0.8";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Music_Sounds_Better_with_You_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"0.7";"0.4";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"0.78";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Escapology_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"0.4";"";"";"0.75";"0.6";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.75";"";"";"";""
"http://dbpedia.org/resource/Stir_the_Blood";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.22999999999999998";"";"";"";"";"";"0.4";"0.6"
"http://dbpedia.org/resource/I_Was_Trying_to_Describe_You_to_Someone";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9"
"http://dbpedia.org/resource/Land_Air_Sea";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/100_Days,_100_Nights";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"0.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8500000000000001";"";"";"";"";"0.8";"";"0.875";"";"";"0.89";"";""
"http://dbpedia.org/resource/Do_It_in_the_AM";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/The_Dirty_South_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8400000000000001";"";"";"";"";"";"";""
"http://dbpedia.org/resource/A_New_Tide";"0.8099999999999999";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"0.4";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"0.54";"";"";"";"";"";"0.6";""
