"URI";"discogs_have";"discogs_want"
"http://dbpedia.org/resource/HoboSapiens";"536";"84"
"http://dbpedia.org/resource/My_Damnation";"286";"224"
"http://dbpedia.org/resource/Faceless";"756";"112"
"http://dbpedia.org/resource/Pop_Trash";"953";"305"
"http://dbpedia.org/resource/Welcome_to_the_Drama_Club";"66";"20"
"http://dbpedia.org/resource/Everything_Is_Borrowed";"1116";"580"
"http://dbpedia.org/resource/The_Best_Little_Secrets_Are_Kept";"478";"262"
"http://dbpedia.org/resource/S.T.R.E.E.T._D.A.D.";"992";"212"
"http://dbpedia.org/resource/Vivian_Girls_(album)";"1820";"463"
"http://dbpedia.org/resource/Mandy_Moore_(album)";"208";"34"
"http://dbpedia.org/resource/Britney_(album)";"1552";"1312"
"http://dbpedia.org/resource/Shape_Shifter_(album)";"232";"100"
"http://dbpedia.org/resource/If_Only_You_Were_Lonely";"431";"89"
"http://dbpedia.org/resource/Hitting_the_Ground";"204";"26"
"http://dbpedia.org/resource/Morning_Tide";"152";"48"
"http://dbpedia.org/resource/Ravedeath,_1972";"3922";"2242"
"http://dbpedia.org/resource/Vampire_Weekend_(album)";"10112";"3834"
"http://dbpedia.org/resource/Tical_0:_The_Prequel";"1367";"416"
"http://dbpedia.org/resource/Kellie_Pickler_(album)";"18";"6"
"http://dbpedia.org/resource/One_Beat";"2368";"600"
"http://dbpedia.org/resource/You_Are_Free";"4950";"1234"
"http://dbpedia.org/resource/Silent_Alarm";"9055";"6238"
"http://dbpedia.org/resource/De_Vermis_Mysteriis_(album)";"2638";"1150"
"http://dbpedia.org/resource/Electra_Heart";"0";"0"
"http://dbpedia.org/resource/American_Life";"4347";"1422"
"http://dbpedia.org/resource/Thought_So";"1300";"630"
"http://dbpedia.org/resource/Snakes_for_the_Divine";"2360";"764"
"http://dbpedia.org/resource/Funeral_(album)";"25054";"7716"
"http://dbpedia.org/resource/WZRD_(album)";"260";"160"
"http://dbpedia.org/resource/The_Open_Door";"1810";"448"
"http://dbpedia.org/resource/Systems/Layers";"592";"134"
"http://dbpedia.org/resource/Pressure_Chief";"653";"128"
"http://dbpedia.org/resource/The_Contino_Sessions";"3031";"924"
"http://dbpedia.org/resource/Bright_Like_Neon_Love";"1996";"582"
"http://dbpedia.org/resource/Woman_King";"0";"0"
"http://dbpedia.org/resource/Attention_Deficit_Domination";"360";"100"
"http://dbpedia.org/resource/The_Sunset_Tree";"2343";"1152"
"http://dbpedia.org/resource/Citrus_(album)";"928";"766"
"http://dbpedia.org/resource/Lost_Wisdom";"1340";"778"
"http://dbpedia.org/resource/Do_You_Know_Squarepusher";"5806";"1600"
"http://dbpedia.org/resource/Concrete_Rose";"317";"45"
"http://dbpedia.org/resource/These_Were_the_Earlies";"437";"60"
"http://dbpedia.org/resource/More_Than_You_Think_You_Are";"568";"68"
"http://dbpedia.org/resource/From_the_Forest_to_the_Sea";"13";"4"
"http://dbpedia.org/resource/Tha_Carter_IV";"634";"330"
"http://dbpedia.org/resource/Happiness_Ltd.";"364";"72"
"http://dbpedia.org/resource/Murs_3:16:_The_9th_Edition";"1466";"456"
"http://dbpedia.org/resource/A_Man's_Thoughts";"28";"10"
"http://dbpedia.org/resource/Welcome_Interstate_Managers";"622";"56"
"http://dbpedia.org/resource/The_Convincer";"414";"114"
"http://dbpedia.org/resource/Wolfgang_Amadeus_Phoenix";"7496";"3346"
"http://dbpedia.org/resource/Microcastle";"6291";"2365"
"http://dbpedia.org/resource/Only_Built_4_Cuban_Linx..._Pt._II";"2274";"674"
"http://dbpedia.org/resource/Vehicles_&_Animals";"836";"219"
"http://dbpedia.org/resource/The_Fray_(album)";"418";"288"
"http://dbpedia.org/resource/The_Libertines_(album)";"5041";"3325"
"http://dbpedia.org/resource/Getting_Away_with_It..._Live";"358";"176"
"http://dbpedia.org/resource/Tears_of_the_Valedictorian";"342";"78"
"http://dbpedia.org/resource/Dangerous_Magical_Noise";"1180";"282"
"http://dbpedia.org/resource/Beauty_&_Crime";"514";"138"
"http://dbpedia.org/resource/People_Are_Expensive";"33";"20"
"http://dbpedia.org/resource/Everything_in_Between_(No_Age_album)";"1688";"302"
"http://dbpedia.org/resource/Jagged_Little_Pill_Acoustic";"957";"283"
"http://dbpedia.org/resource/Stir_the_Blood";"342";"98"
"http://dbpedia.org/resource/Pink_Friday:_Roman_Reloaded";"812";"362"
"http://dbpedia.org/resource/T.I._vs._T.I.P.";"338";"98"
"http://dbpedia.org/resource/Body_Talk_Pt._1";"2887";"1908"
"http://dbpedia.org/resource/Rubber_Factory";"9828";"3270"
"http://dbpedia.org/resource/Damita_Jo_(album)";"1093";"531"
"http://dbpedia.org/resource/The_Past_Presents_the_Future";"149";"8"
"http://dbpedia.org/resource/Lights_and_Sounds";"600";"282"
"http://dbpedia.org/resource/Flavors_of_Entanglement";"678";"150"
"http://dbpedia.org/resource/This_Is_Our_Science";"530";"208"
"http://dbpedia.org/resource/Beaucoup_Fish";"7901";"2092"
"http://dbpedia.org/resource/The_Beginning_Stages_of...";"1397";"373"
"http://dbpedia.org/resource/Hefty_Fine";"862";"356"
"http://dbpedia.org/resource/The_Sunlandic_Twins";"2454";"870"
"http://dbpedia.org/resource/Tronic";"726";"430"
"http://dbpedia.org/resource/Melodia_(album)";"126";"28"
"http://dbpedia.org/resource/Blue_Cathedral";"1688";"332"
"http://dbpedia.org/resource/Never_Been_Gone";"67";"28"
"http://dbpedia.org/resource/Fabulous_Muscles";"2104";"864"
"http://dbpedia.org/resource/All_Things_Bright_and_Beautiful_(album)";"331";"171"
"http://dbpedia.org/resource/Cryptomnesia_(album)";"1204";"340"
"http://dbpedia.org/resource/Breaking_Kayfabe";"292";"76"
"http://dbpedia.org/resource/Boy_in_da_Corner";"3316";"2214"
"http://dbpedia.org/resource/The_Industrialist";"992";"490"
"http://dbpedia.org/resource/The_Renaissance_(Q-Tip_album)";"2904";"1278"
"http://dbpedia.org/resource/Grey_Oceans";"1402";"940"
"http://dbpedia.org/resource/Jennifer_Hudson_(album)";"138";"18"
"http://dbpedia.org/resource/Stealing_of_a_Nation";"620";"38"
"http://dbpedia.org/resource/Junk_of_the_Heart";"712";"316"
"http://dbpedia.org/resource/Savane_(album)";"462";"81"
"http://dbpedia.org/resource/Darker_Handcraft";"1276";"822"
"http://dbpedia.org/resource/Wind's_Poem";"1774";"644"
"http://dbpedia.org/resource/Feels";"5733";"2938"
"http://dbpedia.org/resource/Todd_Smith_(album)";"338";"82"
"http://dbpedia.org/resource/Blackout!_2";"1040";"372"
"http://dbpedia.org/resource/We'll_Live_and_Die_in_These_Towns";"756";"294"
"http://dbpedia.org/resource/The_Last_Broadcast_(album)";"3079";"851"
"http://dbpedia.org/resource/Suit_(album)";"305";"65"
"http://dbpedia.org/resource/Visiter";"0";"0"
"http://dbpedia.org/resource/Everyday_I_Said_a_Prayer_for_Kathy_and_Made_a_One_Inch_Square";"48";"6"
"http://dbpedia.org/resource/Strange_Mercy";"5826";"3107"
"http://dbpedia.org/resource/The_Great_Western";"450";"126"
"http://dbpedia.org/resource/Midnite_Vultures";"5950";"3669"
"http://dbpedia.org/resource/We_Shall_Overcome:_The_Seeger_Sessions";"2788";"524"
"http://dbpedia.org/resource/Liverpool_8";"214";"58"
"http://dbpedia.org/resource/The_Latest_Fashion";"22";"4"
"http://dbpedia.org/resource/Cervantine";"296";"94"
"http://dbpedia.org/resource/Yonder_Is_the_Clock";"470";"86"
"http://dbpedia.org/resource/A_Creature_I_Don't_Know";"1320";"434"
"http://dbpedia.org/resource/If_Not_Now,_When%3F_(album)";"892";"471"
"http://dbpedia.org/resource/Simple_Plan_(album)";"306";"146"
"http://dbpedia.org/resource/Return_to_Cookie_Mountain";"4084";"1954"
"http://dbpedia.org/resource/Isolation_Drills";"1835";"294"
"http://dbpedia.org/resource/Riot!";"2204";"1182"
"http://dbpedia.org/resource/LP1_(Joss_Stone_album)";"376";"182"
"http://dbpedia.org/resource/...Burn,_Piano_Island,_Burn";"2692";"1980"
"http://dbpedia.org/resource/Back_on_My_B.S.";"306";"108"
"http://dbpedia.org/resource/Flashmob_(album)";"1440";"654"
"http://dbpedia.org/resource/Freedom_of_Speech_(Speech_Debelle_album)";"234";"68"
"http://dbpedia.org/resource/The_Bright_Mississippi";"326";"478"
"http://dbpedia.org/resource/Moonfire_(album)";"172";"250"
"http://dbpedia.org/resource/When_I_Pretend_to_Fall";"346";"168"
"http://dbpedia.org/resource/Control_System";"158";"110"
"http://dbpedia.org/resource/UGK_4_Life";"138";"50"
"http://dbpedia.org/resource/Everyday_Demons";"457";"53"
"http://dbpedia.org/resource/Phrenology_(album)";"4820";"2662"
"http://dbpedia.org/resource/Hold_on_Now,_Youngster";"1052";"535"
"http://dbpedia.org/resource/Neighborhood_Watch_(album)";"1652";"736"
"http://dbpedia.org/resource/Sharpen_Your_Teeth";"1850";"854"
"http://dbpedia.org/resource/Bears,_Mayors,_Scraps_&_Bones";"530";"268"
"http://dbpedia.org/resource/Spiral_Shadow";"2462";"1422"
"http://dbpedia.org/resource/The_Shepherd's_Dog";"4904";"1272"
"http://dbpedia.org/resource/Audioslave_(DVD)";"6674";"2316"
"http://dbpedia.org/resource/Bachelor_No._2_or,_the_Last_Remains_of_the_Dodo";"459";"17"
"http://dbpedia.org/resource/Locked_Down_(album)";"2352";"436"
"http://dbpedia.org/resource/The_Coast_Is_Never_Clear";"754";"330"
"http://dbpedia.org/resource/Dig,_Lazarus,_Dig!!!";"0";"0"
"http://dbpedia.org/resource/Father,_Son,_Holy_Ghost_(album)";"3390";"864"
"http://dbpedia.org/resource/Beg_for_Mercy";"1038";"234"
"http://dbpedia.org/resource/My_Guilty_Pleasure";"412";"281"
"http://dbpedia.org/resource/The_Boy_with_No_Name";"761";"365"
"http://dbpedia.org/resource/Death_to_False_Metal";"488";"256"
"http://dbpedia.org/resource/Crown_Royal_(album)";"0";"0"
"http://dbpedia.org/resource/Carboniferous_(album)";"960";"612"
"http://dbpedia.org/resource/Cocky_(album)";"429";"118"
"http://dbpedia.org/resource/Asleep_in_the_Back";"2312";"706"
"http://dbpedia.org/resource/Post_Mortem_(album)";"54";"6"
"http://dbpedia.org/resource/Hypermagic_Mountain";"1660";"1298"
"http://dbpedia.org/resource/Under_the_Iron_Sea";"2260";"820"
"http://dbpedia.org/resource/Gimme_Fiction";"4174";"1084"
"http://dbpedia.org/resource/Weapons_of_Mass_Destruction_(album)";"674";"82"
"http://dbpedia.org/resource/Blue_Record";"6374";"4854"
"http://dbpedia.org/resource/At_Night_We_Live";"390";"242"
"http://dbpedia.org/resource/Break_the_Spell";"100";"2"
"http://dbpedia.org/resource/The_Bright_Lights_of_America";"874";"214"
"http://dbpedia.org/resource/Jewellery_Quarter_(album)";"28";"4"
"http://dbpedia.org/resource/High_Violet";"13078";"3716"
"http://dbpedia.org/resource/I_Phantom";"2197";"510"
"http://dbpedia.org/resource/Never_Cry_Another_Tear";"978";"180"
"http://dbpedia.org/resource/Imidiwan";"418";"266"
"http://dbpedia.org/resource/Mr._Brown_(album)";"244";"74"
"http://dbpedia.org/resource/Oh_Land_(album)";"294";"228"
"http://dbpedia.org/resource/Music_Is_Better_Than_Words";"108";"92"
"http://dbpedia.org/resource/Lies_for_the_Liars";"566";"490"
"http://dbpedia.org/resource/Bow_Down_to_the_Exit_Sign";"1610";"257"
"http://dbpedia.org/resource/Live_from_the_Kitchen";"9";"3"
"http://dbpedia.org/resource/Brighter_Than_Creation's_Dark";"1006";"232"
"http://dbpedia.org/resource/The_Old_Kit_Bag";"340";"98"
"http://dbpedia.org/resource/Have_One_on_Me";"5354";"1414"
"http://dbpedia.org/resource/Polly_Scattergood_(album)";"146";"40"
"http://dbpedia.org/resource/Le_Noise";"2458";"790"
"http://dbpedia.org/resource/Avenged_Sevenfold_(album)";"1815";"844"
"http://dbpedia.org/resource/Fallen_Empires_(album)";"880";"270"
"http://dbpedia.org/resource/Bat_Out_of_Hell_III:_The_Monster_Is_Loose";"640";"412"
"http://dbpedia.org/resource/American_V:_A_Hundred_Highways";"5980";"1706"
"http://dbpedia.org/resource/Life..._The_Best_Game_in_Town";"850";"752"
"http://dbpedia.org/resource/Finding_Beauty_in_Negative_Spaces";"286";"84"
"http://dbpedia.org/resource/Rounds_(album)";"6268";"3024"
"http://dbpedia.org/resource/Korn_III:_Remember_Who_You_Are";"1338";"502"
"http://dbpedia.org/resource/Liz_Phair_(album)";"390";"50"
"http://dbpedia.org/resource/Run_to_Ruin";"558";"156"
"http://dbpedia.org/resource/Good_Morning_Revival";"422";"38"
"http://dbpedia.org/resource/Decoration_Day_(album)";"1296";"316"
"http://dbpedia.org/resource/Leaves_Turn_Inside_You";"1170";"1324"
"http://dbpedia.org/resource/The_Oracle_(album)";"310";"66"
"http://dbpedia.org/resource/Original_Pirate_Material";"7460";"4438"
"http://dbpedia.org/resource/The_New_Danger";"2182";"1636"
"http://dbpedia.org/resource/The_Age_of_Miracles";"62";"4"
"http://dbpedia.org/resource/1st_Born_Second";"546";"696"
"http://dbpedia.org/resource/R.A.P._Music";"2056";"1650"
"http://dbpedia.org/resource/Shut_Up_I_Am_Dreaming";"256";"72"
"http://dbpedia.org/resource/45:33";"0";"0"
"http://dbpedia.org/resource/Health//Disco";"0";"0"
"http://dbpedia.org/resource/The_Body,_the_Blood,_the_Machine";"1850";"476"
"http://dbpedia.org/resource/Favourite_Colours";"288";"144"
"http://dbpedia.org/resource/We_Are_Beautiful,_We_Are_Doomed";"880";"298"
"http://dbpedia.org/resource/The_Shadow_of_an_Empire";"90";"38"
"http://dbpedia.org/resource/Murray_Street_(album)";"6532";"1690"
"http://dbpedia.org/resource/Karmacode";"1280";"236"
"http://dbpedia.org/resource/Red_Carpet_Massacre";"1213";"320"
"http://dbpedia.org/resource/Veni_Vidi_Vicious";"4237";"3141"
"http://dbpedia.org/resource/Results_May_Vary";"1514";"674"
"http://dbpedia.org/resource/For_Hero:_For_Fool";"848";"156"
"http://dbpedia.org/resource/Praise_&_Blame";"440";"28"
"http://dbpedia.org/resource/Drums_and_Guns";"2628";"376"
"http://dbpedia.org/resource/Dangerous_Dreams";"552";"192"
"http://dbpedia.org/resource/The_Boxing_Mirror";"104";"10"
"http://dbpedia.org/resource/Foot_of_the_Mountain";"1162";"358"
"http://dbpedia.org/resource/Bird-Brains";"0";"0"
"http://dbpedia.org/resource/Some_Devil";"490";"18"
"http://dbpedia.org/resource/Welcoming_Home_the_Astronauts";"70";"8"
"http://dbpedia.org/resource/Don't_Do_Anything";"54";"10"
"http://dbpedia.org/resource/Torture_(album)";"2126";"1368"
"http://dbpedia.org/resource/Silent_Cry";"338";"138"
"http://dbpedia.org/resource/Hannicap_Circus";"191";"30"
"http://dbpedia.org/resource/Kids_in_the_Street";"198";"82"
"http://dbpedia.org/resource/Booming_Back_at_You";"220";"36"
"http://dbpedia.org/resource/There's_a_Fire";"86";"18"
"http://dbpedia.org/resource/A_Ghost_Is_Born";"5788";"1252"
"http://dbpedia.org/resource/Best_Night_of_My_Life";"44";"14"
"http://dbpedia.org/resource/Under_the_Mistletoe";"50";"10"
"http://dbpedia.org/resource/I_Speak_Because_I_Can";"1287";"478"
"http://dbpedia.org/resource/Before_I_Self_Destruct";"512";"143"
"http://dbpedia.org/resource/Godfather_Buried_Alive";"374";"52"
"http://dbpedia.org/resource/Return_of_Dragon";"259";"29"
"http://dbpedia.org/resource/The_Pretty_Toney_Album";"1928";"600"
"http://dbpedia.org/resource/Decent_Work_for_Decent_Pay";"334";"70"
"http://dbpedia.org/resource/Cardiology_(album)";"156";"24"
"http://dbpedia.org/resource/Fake_Songs";"214";"57"
"http://dbpedia.org/resource/Mudvayne_(album)";"336";"140"
"http://dbpedia.org/resource/The_Preacher's_Son";"349";"76"
"http://dbpedia.org/resource/Suburbia_I've_Given_You_All_and_Now_I'm_Nothing";"1936";"920"
"http://dbpedia.org/resource/Through_the_Windowpane";"732";"192"
"http://dbpedia.org/resource/Familiar_to_Millions";"2071";"1015"
"http://dbpedia.org/resource/Stone_Rollin'";"964";"431"
"http://dbpedia.org/resource/My_Favourite_Headache";"149";"15"
"http://dbpedia.org/resource/Andorra_(album)";"3220";"1256"
"http://dbpedia.org/resource/Riot_City_Blues";"1690";"360"
"http://dbpedia.org/resource/Her_Space_Holiday_(album)";"358";"313"
"http://dbpedia.org/resource/Yuck_(album)";"3243";"836"
"http://dbpedia.org/resource/1372_Overton_Park";"782";"176"
"http://dbpedia.org/resource/The_Ragpicker's_Dream";"1073";"368"
"http://dbpedia.org/resource/Felt_3:_A_Tribute_to_Rosie_Perez";"0";"0"
"http://dbpedia.org/resource/Outside_Closer";"1002";"266"
"http://dbpedia.org/resource/Boys_and_Girls_in_America";"2608";"1364"
"http://dbpedia.org/resource/Life_Cycles_(album)";"48";"6"
"http://dbpedia.org/resource/TP.3_Reloaded";"326";"61"
"http://dbpedia.org/resource/Transatlanticism";"8185";"4024"
"http://dbpedia.org/resource/On_the_Impossible_Past";"1608";"736"
"http://dbpedia.org/resource/Murdered_Love";"204";"94"
"http://dbpedia.org/resource/Echoes_of_Silence";"692";"396"
"http://dbpedia.org/resource/Aerial_(album)";"4192";"1812"
"http://dbpedia.org/resource/Imaad_Wasif_(album)";"16";"7"
"http://dbpedia.org/resource/Come_to_Life";"148";"50"
"http://dbpedia.org/resource/Mama's_Gun";"4093";"4017"
"http://dbpedia.org/resource/Rooty";"4683";"1045"
"http://dbpedia.org/resource/Details_(album)";"790";"144"
"http://dbpedia.org/resource/Dirt_Farmer";"342";"268"
"http://dbpedia.org/resource/Ultra_Payloaded";"306";"26"
"http://dbpedia.org/resource/Graffiti_(Chris_Brown_album)";"98";"28"
"http://dbpedia.org/resource/Mr._Impossible_(album)";"560";"270"
"http://dbpedia.org/resource/Shaka_Rock";"292";"238"
"http://dbpedia.org/resource/The_Discovery_of_a_World_Inside_the_Moone";"714";"272"
"http://dbpedia.org/resource/Juliana's_Pony:_Total_System_Failure";"159";"16"
"http://dbpedia.org/resource/The_Illusion_of_Progress";"270";"150"
"http://dbpedia.org/resource/Untitled_23";"314";"166"
"http://dbpedia.org/resource/I_Am_Not_Afraid_of_You_and_I_Will_Beat_Your_Ass";"3398";"615"
"http://dbpedia.org/resource/Violence_Begets_Violence";"788";"344"
"http://dbpedia.org/resource/He_Was_King";"216";"66"
"http://dbpedia.org/resource/Martha_Wainwright_(album)";"726";"66"
"http://dbpedia.org/resource/Van_Lear_Rose";"4161";"529"
"http://dbpedia.org/resource/Skyscraper_National_Park";"496";"244"
"http://dbpedia.org/resource/New_Amerykah_Part_Two_(Return_of_the_Ankh)";"2624";"1362"
"http://dbpedia.org/resource/Astro_Coast";"2406";"970"
"http://dbpedia.org/resource/At_My_Age";"262";"212"
"http://dbpedia.org/resource/Down_to_Earth_(Jem_album)";"130";"30"
"http://dbpedia.org/resource/The_Chemistry_of_Common_Life";"3106";"586"
"http://dbpedia.org/resource/Trinity_(Past,_Present_and_Future)";"979";"706"
"http://dbpedia.org/resource/Warmer_Corners";"250";"76"
"http://dbpedia.org/resource/Don't_Tread_on_Me_(album)";"457";"251"
"http://dbpedia.org/resource/The_Airing_of_Grievances";"1478";"560"
"http://dbpedia.org/resource/American_Capitalist";"437";"281"
"http://dbpedia.org/resource/Eyes_&_Nines";"744";"330"
"http://dbpedia.org/resource/Walk_It_Off";"528";"42"
"http://dbpedia.org/resource/Songs_from_Black_Mountain";"312";"48"
"http://dbpedia.org/resource/Night_Falls_Over_Kortedala";"2070";"646"
"http://dbpedia.org/resource/Surtur_Rising";"2460";"1060"
"http://dbpedia.org/resource/Since_We_Last_Spoke";"3518";"1346"
"http://dbpedia.org/resource/Scars_&_Stories";"220";"102"
"http://dbpedia.org/resource/A_Funk_Odyssey";"3583";"2728"
"http://dbpedia.org/resource/Drops_of_Jupiter";"902";"218"
"http://dbpedia.org/resource/Mouthfuls";"348";"130"
"http://dbpedia.org/resource/The_Magic_Position";"1001";"299"
"http://dbpedia.org/resource/Crazy_Ex-Girlfriend";"74";"4"
"http://dbpedia.org/resource/The_New_Game";"340";"106"
"http://dbpedia.org/resource/Rehearsing_My_Choir";"494";"110"
"http://dbpedia.org/resource/All_the_Lost_Souls";"822";"244"
"http://dbpedia.org/resource/Go_Now_and_Live";"100";"16"
"http://dbpedia.org/resource/Southern_Rock_Opera";"1820";"360"
"http://dbpedia.org/resource/Bonfires_on_the_Heath";"450";"210"
"http://dbpedia.org/resource/Regard_the_End";"222";"26"
"http://dbpedia.org/resource/Ta_det_lugnt";"2122";"1252"
"http://dbpedia.org/resource/Anniemal";"1632";"479"
"http://dbpedia.org/resource/Panic_Movement_(album)";"134";"20"
"http://dbpedia.org/resource/13_&_God_(album)";"1596";"406"
"http://dbpedia.org/resource/The_Monitor_(album)";"2750";"596"
"http://dbpedia.org/resource/Abattoir_Blues/The_Lyre_of_Orpheus";"0";"0"
"http://dbpedia.org/resource/Secrets_Are_Sinister";"67";"9"
"http://dbpedia.org/resource/Amarantine_(album)";"1162";"407"
"http://dbpedia.org/resource/One_Good_Thing";"0";"0"
"http://dbpedia.org/resource/The_Argument";"6438";"1472"
"http://dbpedia.org/resource/Arular";"4762";"1750"
"http://dbpedia.org/resource/Song_Yet_to_Be_Sung";"382";"46"
"http://dbpedia.org/resource/Music_of_the_Spheres_(Ian_Brown_album)";"1045";"418"
"http://dbpedia.org/resource/Mezmerize_(album)";"5474";"3274"
"http://dbpedia.org/resource/The_Lion's_Roar_(album)";"3937";"1100"
"http://dbpedia.org/resource/A_South_Bronx_Story";"3076";"1686"
"http://dbpedia.org/resource/Laugh_Now,_Cry_Later";"498";"182"
"http://dbpedia.org/resource/The_Alphabet_of_Hurricanes";"138";"30"
"http://dbpedia.org/resource/The_End_of_All_Things_to_Come";"970";"111"
"http://dbpedia.org/resource/Oceans_Apart";"900";"464"
"http://dbpedia.org/resource/Yankee_Hotel_Foxtrot";"11888";"4057"
"http://dbpedia.org/resource/03/07%E2%80%9309/07";"126";"20"
"http://dbpedia.org/resource/The_Decline_of_British_Sea_Power";"1676";"394"
"http://dbpedia.org/resource/8_Million_Stories";"1164";"348"
"http://dbpedia.org/resource/The_Black_Magic_Show";"144";"42"
"http://dbpedia.org/resource/Grand_Champ";"1104";"324"
"http://dbpedia.org/resource/Destroyer's_Rubies";"1922";"682"
"http://dbpedia.org/resource/David_Comes_to_Life";"3978";"534"
"http://dbpedia.org/resource/Neon_Bible";"15490";"5894"
"http://dbpedia.org/resource/Kill_the_Moonlight";"3392";"1066"
"http://dbpedia.org/resource/What_Were_You_Hoping_For%3F";"21";"7"
"http://dbpedia.org/resource/F.A.M.E._(album)";"122";"20"
"http://dbpedia.org/resource/Chosen_Lords";"2848";"870"
"http://dbpedia.org/resource/Songs_About_Girls";"304";"52"
"http://dbpedia.org/resource/What_Doesn't_Kill_You,_Eventually_Kills_You";"72";"28"
"http://dbpedia.org/resource/The_Wombats_Proudly_Present:_This_Modern_Glitch";"732";"542"
"http://dbpedia.org/resource/Someone_to_Watch_Over_Me_(album)";"64";"4"
"http://dbpedia.org/resource/Vespertine";"0";"0"
"http://dbpedia.org/resource/In_Rainbows";"34669";"11778"
"http://dbpedia.org/resource/OK_Cowboy";"3828";"1244"
"http://dbpedia.org/resource/Demon_Days";"9942";"15764"
"http://dbpedia.org/resource/Veckatimest";"7626";"2810"
"http://dbpedia.org/resource/The_Less_You_Know,_the_Better";"1766";"1059"
"http://dbpedia.org/resource/Switzerland_(album)";"184";"54"
"http://dbpedia.org/resource/Always_Outnumbered,_Never_Outgunned";"5945";"3593"
"http://dbpedia.org/resource/Brooklyn's_Don_Diva";"40";"16"
"http://dbpedia.org/resource/Mr._A%E2%80%93Z";"232";"65"
"http://dbpedia.org/resource/Dye_It_Blonde";"1488";"370"
"http://dbpedia.org/resource/Como_Ama_una_Mujer";"250";"44"
"http://dbpedia.org/resource/Estudando_o_Pagode";"0";"0"
"http://dbpedia.org/resource/Curse_Your_Branches";"1004";"218"
"http://dbpedia.org/resource/The_Impossible_Song_&_Other_Songs";"54";"12"
"http://dbpedia.org/resource/Fan_Dance_(album)";"86";"12"
"http://dbpedia.org/resource/The_Stage_Names";"2266";"300"
"http://dbpedia.org/resource/Street_Sweeper_Social_Club_(album)";"318";"160"
"http://dbpedia.org/resource/Someday_This_Could_All_Be_Yours,_Vol._1";"392";"76"
"http://dbpedia.org/resource/Red_Dirt_Road";"32";"0"
"http://dbpedia.org/resource/Underwater_Sunshine_(Or_What_We_Did_On_Our_Summer_Vacation)";"426";"174"
"http://dbpedia.org/resource/St._Elsewhere_(album)";"5310";"1617"
"http://dbpedia.org/resource/Hello_Waveforms";"432";"66"
"http://dbpedia.org/resource/Where_Shall_You_Take_Me%3F";"792";"196"
"http://dbpedia.org/resource/Shaman_(album)";"998";"272"
"http://dbpedia.org/resource/Peaceful,_the_World_Lays_Me_Down";"396";"120"
"http://dbpedia.org/resource/Lines,_Vines_and_Trying_Times";"68";"8"
"http://dbpedia.org/resource/Stay_Positive_(album)";"1534";"410"
"http://dbpedia.org/resource/Ringo_2012";"260";"74"
"http://dbpedia.org/resource/Arabia_Mountain_(album)";"2486";"1056"
"http://dbpedia.org/resource/Fits_(album)";"864";"246"
"http://dbpedia.org/resource/Human_Conditions";"1322";"229"
"http://dbpedia.org/resource/Mountain_Soul_II";"8";"2"
"http://dbpedia.org/resource/Some_Loud_Thunder";"1066";"206"
"http://dbpedia.org/resource/My_Maudlin_Career";"2204";"504"
"http://dbpedia.org/resource/You_Have_No_Idea_What_You're_Getting_Yourself_Into";"739";"381"
"http://dbpedia.org/resource/All_the_Right_Reasons";"942";"230"
"http://dbpedia.org/resource/Congotronics";"0";"0"
"http://dbpedia.org/resource/I_Am_a_Bird_Now";"6232";"1387"
"http://dbpedia.org/resource/Language._Sex._Violence._Other%3F";"1052";"389"
"http://dbpedia.org/resource/Unfamiliar_Faces";"210";"68"
"http://dbpedia.org/resource/Clear_as_Day";"24";"0"
"http://dbpedia.org/resource/Fasciinatiion";"918";"234"
"http://dbpedia.org/resource/Tomorrow's_World_(album)";"841";"305"
"http://dbpedia.org/resource/We_Sing._We_Dance._We_Steal_Things.";"910";"500"
"http://dbpedia.org/resource/America's_Sweetheart_(album)";"725";"142"
"http://dbpedia.org/resource/(a)spera";"312";"36"
"http://dbpedia.org/resource/Denies_the_Day's_Demise";"730";"383"
"http://dbpedia.org/resource/From_Here_We_Go_Sublime";"3193";"928"
"http://dbpedia.org/resource/We_Global";"42";"8"
"http://dbpedia.org/resource/The_Rainbow_Children";"1224";"1030"
"http://dbpedia.org/resource/An_Imaginary_Country";"1892";"830"
"http://dbpedia.org/resource/Sixes_&_Sevens";"310";"106"
"http://dbpedia.org/resource/2000_Years_of_Human_Error";"450";"7"
"http://dbpedia.org/resource/Now_You_Are_One_of_Us";"292";"164"
"http://dbpedia.org/resource/Rokstarr";"175";"50"
"http://dbpedia.org/resource/The_Open_Door";"1810";"448"
"http://dbpedia.org/resource/Guitar_Heaven:_The_Greatest_Guitar_Classics_of_All_Time";"236";"18"
"http://dbpedia.org/resource/Banga_(album)";"1173";"210"
"http://dbpedia.org/resource/Coquelicot_Asleep_in_the_Poppies:_A_Variety_of_Whimsical_Verse";"956";"428"
"http://dbpedia.org/resource/The_Strangest_Things";"358";"58"
"http://dbpedia.org/resource/Merriweather_Post_Pavilion_(album)";"14226";"5352"
"http://dbpedia.org/resource/Blue_Slide_Park";"517";"295"
"http://dbpedia.org/resource/L'Enfant_Sauvage_(album)";"2385";"1317"
"http://dbpedia.org/resource/Memphis_Blues_(album)";"338";"234"
"http://dbpedia.org/resource/Young_the_Giant_(album)";"914";"544"
"http://dbpedia.org/resource/WIXIW";"2318";"730"
