"amazon_rating";"amazon_nusers";"uri"
"4.5";"20";"http://dbpedia.org/resource/Coquelicot_Asleep_in_the_Poppies:_A_Variety_of_Whimsical_Verse"
"3.4";"25";"http://dbpedia.org/resource/Do_You_Know_Squarepusher"
"3.8";"103";"http://dbpedia.org/resource/Gettin'_In_Over_My_Head"
"3.9";"21";"http://dbpedia.org/resource/Wake_Up_the_Nation"
"4.3";"9";"http://dbpedia.org/resource/Favourite_Colours"
"4.2";"6";"http://dbpedia.org/resource/House_of_Balloons"
"4.3";"15";"http://dbpedia.org/resource/Bring_on_the_Comets"
"3.9";"21";"http://dbpedia.org/resource/Killing_Puritans"
"";"";"http://dbpedia.org/resource/3_Doors_Down_(album)"
"4.4";"16";"http://dbpedia.org/resource/Celestial_Lineage"
"4.6";"";"http://dbpedia.org/resource/I_Dreamed_a_Dream_(album)"
"4.3";"252";"http://dbpedia.org/resource/Moodring"
"4.0";"179";"http://dbpedia.org/resource/Arular"
"3.0";"84";"http://dbpedia.org/resource/Universal_Mind_Control"
"4.4";"138";"http://dbpedia.org/resource/Orphans:_Brawlers,_Bawlers_&_Bastards"
"3.8";"157";"http://dbpedia.org/resource/Electric_Circus_(album)"
"5.0";"2";"http://dbpedia.org/resource/Lost_and_Safe"
"4.0";"552";"http://dbpedia.org/resource/The_Golden_Age_of_Grotesque"
"4.6";"5";"http://dbpedia.org/resource/The_Royal_Society_(album)"
"4.4";"28";"http://dbpedia.org/resource/I_Speak_Because_I_Can"
"4.3";"163";"http://dbpedia.org/resource/Birds_of_Pray"
"4.6";"27";"http://dbpedia.org/resource/Bright_Like_Neon_Love"
"4.6";"23";"http://dbpedia.org/resource/Oh_My_God,_Charlie_Darwin"
"3.3";"63";"http://dbpedia.org/resource/Yeah_Ghost"
"4.6";"86";"http://dbpedia.org/resource/Crossing_Muddy_Waters"
"3.8";"";"http://dbpedia.org/resource/American_Life"
"4.7";"13";"http://dbpedia.org/resource/Your_Future_Our_Clutter"
"4.5";"123";"http://dbpedia.org/resource/The_Fray_(album)"
"4.3";"29";"http://dbpedia.org/resource/Early_21st_Century_Blues"
"5.0";"12";"http://dbpedia.org/resource/A_South_Bronx_Story"
"4.3";"24";"http://dbpedia.org/resource/Bow_Down_to_the_Exit_Sign"
"4.4";"39";"http://dbpedia.org/resource/Martha_Wainwright_(album)"
"4.0";"43";"http://dbpedia.org/resource/Morningwood_(album)"
"4.7";"286";"http://dbpedia.org/resource/American_Capitalist"
"4.1";"127";"http://dbpedia.org/resource/Rise_and_Fall,_Rage_and_Grace"
"4.0";"440";"http://dbpedia.org/resource/Franz_Ferdinand_(DVD)"
"4.1";"572";"http://dbpedia.org/resource/Reanimation"
"4.3";"46";"http://dbpedia.org/resource/The_Decline_of_British_Sea_Power"
"4.5";"2";"http://dbpedia.org/resource/Types_of_Wood"
"3.1";"7";"http://dbpedia.org/resource/Stealing_of_a_Nation"
"4.0";"5";"http://dbpedia.org/resource/Silent_Cry"
"3.8";"137";"http://dbpedia.org/resource/Goddess_in_the_Doorway"
"4.4";"17";"http://dbpedia.org/resource/Hold_on_Now,_Youngster"
"4.3";"174";"http://dbpedia.org/resource/American_Gangster_(album)"
"4.2";"75";"http://dbpedia.org/resource/James_Blake_(album)"
"4.8";"198";"http://dbpedia.org/resource/Second_Chance_(album)"
"4.1";"254";"http://dbpedia.org/resource/I'm_with_You_(album)"
"4.6";"45";"http://dbpedia.org/resource/Out_of_Nothing"
"3.8";"4";"http://dbpedia.org/resource/My_Guilty_Pleasure"
"4.2";"35";"http://dbpedia.org/resource/Yuck_(album)"
"4.2";"158";"http://dbpedia.org/resource/Shape_Shifter_(album)"
"4.2";"49";"http://dbpedia.org/resource/Happy_Songs_for_Happy_People"
"4.2";"215";"http://dbpedia.org/resource/Phrenology_(album)"
"4.1";"14";"http://dbpedia.org/resource/The_Handler"
"4.4";"105";"http://dbpedia.org/resource/The_Argument"
"4.5";"20";"http://dbpedia.org/resource/Built_on_Squares"
"4.5";"4";"http://dbpedia.org/resource/Dizzy_Spells_(album)"
"4.3";"601";"http://dbpedia.org/resource/Someone_to_Watch_Over_Me_(album)"
"4.3";"3";"http://dbpedia.org/resource/The_Mess_We_Made"
"4.1";"12";"http://dbpedia.org/resource/Her_Space_Holiday_(album)"
"3.8";"201";"http://dbpedia.org/resource/Veni_Vidi_Vicious"
"3.1";"9";"http://dbpedia.org/resource/We_Global"
"3.6";"24";"http://dbpedia.org/resource/Penance_Soiree"
"4.5";"147";"http://dbpedia.org/resource/Finding_Beauty_in_Negative_Spaces"
"4.6";"110";"http://dbpedia.org/resource/Labor_Days"
"3.4";"446";"http://dbpedia.org/resource/Christmas_in_the_Heart"
"4.4";"15";"http://dbpedia.org/resource/At_the_End_of_Paths_Taken"
"4.4";"46";"http://dbpedia.org/resource/Option_Paralysis"
"5.0";"5";"http://dbpedia.org/resource/Darker_Handcraft"
"4.1";"32";"http://dbpedia.org/resource/The_Contino_Sessions"
"4.3";"31";"http://dbpedia.org/resource/Old_Ramon"
"3.5";"278";"http://dbpedia.org/resource/Guitar_Heaven:_The_Greatest_Guitar_Classics_of_All_Time"
"3.8";"12";"http://dbpedia.org/resource/Uncle_Dysfunktional"
"4.5";"234";"http://dbpedia.org/resource/Sha-Kon-O-Hey!_Land_of_Blue_Smoke"
"3.7";"323";"http://dbpedia.org/resource/The_King_of_Limbs"
"4.0";"17";"http://dbpedia.org/resource/Conatus_(album)"
"4.6";"8";"http://dbpedia.org/resource/Tanglewood_Numbers"
"4.5";"328";"http://dbpedia.org/resource/Beautifully_Human:_Words_and_Sounds_Vol._2"
"3.9";"63";"http://dbpedia.org/resource/Boys_and_Girls_in_America"
"4.0";"47";"http://dbpedia.org/resource/Mudvayne_(album)"
"4.2";"208";"http://dbpedia.org/resource/My_Favourite_Headache"
"4.4";"20";"http://dbpedia.org/resource/Cobblestone_Runway"
"4.3";"38";"http://dbpedia.org/resource/War_Stories_(album)"
"4.5";"47";"http://dbpedia.org/resource/Since_I_Left_You"
"4.6";"23";"http://dbpedia.org/resource/I_Created_Disco"
"4.2";"51";"http://dbpedia.org/resource/Since_We_Last_Spoke"
"3.0";"6";"http://dbpedia.org/resource/Marshall's_House"
"4.7";"161";"http://dbpedia.org/resource/Young_the_Giant_(album)"
"3.8";"21";"http://dbpedia.org/resource/The_Less_You_Know,_the_Better"
"4.7";"123";"http://dbpedia.org/resource/No_Said_Date"
"4.2";"21";"http://dbpedia.org/resource/Night_Falls_Over_Kortedala"
"3.8";"4";"http://dbpedia.org/resource/Pullhair_Rubeye"
"4.3";"69";"http://dbpedia.org/resource/Going_Out_in_Style"
"4.1";"14";"http://dbpedia.org/resource/Slave_to_the_Game"
"3.0";"1";"http://dbpedia.org/resource/Happy_New_Year_(album)"
"4.2";"74";"http://dbpedia.org/resource/Harps_and_Angels"
"3.0";"1";"http://dbpedia.org/resource/Stade_2"
"4.6";"17";"http://dbpedia.org/resource/Post-Nothing"
"4.5";"643";"http://dbpedia.org/resource/Bad_(album)"
"4.6";"9";"http://dbpedia.org/resource/Light_After_Dark"
"4.6";"36";"http://dbpedia.org/resource/Real_Animal"
"4.6";"88";"http://dbpedia.org/resource/Fearless_Love"
"3.7";"37";"http://dbpedia.org/resource/Mail_on_Sunday_(album)"
"3.0";"2";"http://dbpedia.org/resource/The_Colourful_Life"
"4.7";"42";"http://dbpedia.org/resource/Wonders_of_the_Younger"
"4.5";"26";"http://dbpedia.org/resource/Blue_Boy_(album)"
"4.2";"39";"http://dbpedia.org/resource/Neighborhood_Watch_(album)"
"3.4";"767";"http://dbpedia.org/resource/Minutes_to_Midnight_(album)"
"4.0";"46";"http://dbpedia.org/resource/Separation_Sunday"
"4.3";"110";"http://dbpedia.org/resource/Hot_Sauce_Committee_Part_Two"
"3.6";"48";"http://dbpedia.org/resource/Funstyle"
"4.0";"1";"http://dbpedia.org/resource/Steingarten"
"3.9";"28";"http://dbpedia.org/resource/Ultra_Payloaded"
"4.4";"16";"http://dbpedia.org/resource/Party_Music"
"4.0";"52";"http://dbpedia.org/resource/Easy_Wonderful"
"4.1";"48";"http://dbpedia.org/resource/We_Love_Life"
"4.2";"204";"http://dbpedia.org/resource/Merry_Christmas_II_You"
"4.2";"149";"http://dbpedia.org/resource/My_Private_Nation"
"4.5";"12";"http://dbpedia.org/resource/Brooklynati"
"4.3";"27";"http://dbpedia.org/resource/Our_Shadows_Will_Remain"
"4.2";"84";"http://dbpedia.org/resource/Grown_&_Sexy"
"4.3";"72";"http://dbpedia.org/resource/Year_of_the_Dog..._Again"
"3.9";"161";"http://dbpedia.org/resource/Lights_and_Sounds"
"3.6";"228";"http://dbpedia.org/resource/If_Not_Now,_When%3F_(album)"
"4.5";"301";"http://dbpedia.org/resource/Farmer's_Daughter_(album)"
"5.0";"3";"http://dbpedia.org/resource/Hologram_Jams"
"4.2";"480";"http://dbpedia.org/resource/My_Beautiful_Dark_Twisted_Fantasy"
"4.5";"242";"http://dbpedia.org/resource/Leave_This_Town"
"4.4";"5";"http://dbpedia.org/resource/Travistan"
"4.0";"1";"http://dbpedia.org/resource/Summer_of_the_Shark_(album)"
"4.0";"4";"http://dbpedia.org/resource/Mikal_Cronin_(album)"
"4.7";"60";"http://dbpedia.org/resource/All_6's_and_7's"
"3.8";"347";"http://dbpedia.org/resource/I_Am..._Sasha_Fierce"
"";"";"http://dbpedia.org/resource/Only_One_Flo_(Part_1)"
"4.4";"58";"http://dbpedia.org/resource/I_Learned_the_Hard_Way"
"4.3";"49";"http://dbpedia.org/resource/One_Day_as_a_Lion_(EP)"
"4.0";"63";"http://dbpedia.org/resource/The_Best_Little_Secrets_Are_Kept"
"4.1";"34";"http://dbpedia.org/resource/A_Creature_I_Don't_Know"
"4.9";"8";"http://dbpedia.org/resource/Mad_for_Sadness"
"4.5";"2";"http://dbpedia.org/resource/Three's_Co."
"4.6";"9";"http://dbpedia.org/resource/A_Better_Version_of_Me"
"5.0";"3";"http://dbpedia.org/resource/More_Heart_Than_Brains"
"4.3";"21";"http://dbpedia.org/resource/Blood_Like_Lemonade"
"4.0";"34";"http://dbpedia.org/resource/Awake_Is_the_New_Sleep"
"4.5";"22";"http://dbpedia.org/resource/Mwng"
"4.6";"27";"http://dbpedia.org/resource/Blues_Dream"
"3.9";"57";"http://dbpedia.org/resource/Never_Been_Gone"
"4.6";"13";"http://dbpedia.org/resource/Where_Shall_You_Take_Me%3F"
"4.0";"278";"http://dbpedia.org/resource/I'm_Wide_Awake,_It's_Morning"
"4.8";"175";"http://dbpedia.org/resource/Electra_Heart"
"4.9";"17";"http://dbpedia.org/resource/Suburbia_I've_Given_You_All_and_Now_I'm_Nothing"
"4.8";"10";"http://dbpedia.org/resource/Lowedges"
"4.4";"713";"http://dbpedia.org/resource/Morning_View_Sessions"
"3.4";"20";"http://dbpedia.org/resource/Weapons_(album)"
"4.8";"5";"http://dbpedia.org/resource/Hissing_Fauna,_Are_You_the_Destroyer%3F"
"4.1";"16";"http://dbpedia.org/resource/Everything_Is_Borrowed"
"4.5";"12";"http://dbpedia.org/resource/The_Power_of_Negative_Thinking:_B-Sides_&_Rarities"
"4.1";"207";"http://dbpedia.org/resource/Chickenfoot_III"
"4.8";"17";"http://dbpedia.org/resource/ONoffON"
"3.5";"25";"http://dbpedia.org/resource/Drum's_Not_Dead"
"4.7";"43";"http://dbpedia.org/resource/Up_to_Now"
"4.2";"82";"http://dbpedia.org/resource/Righteous_Love"
"3.9";"236";"http://dbpedia.org/resource/Lost_and_Found_(Mudvayne_album)"
"4.8";"38";"http://dbpedia.org/resource/In_Case_You_Didn't_Know"
"4.7";"501";"http://dbpedia.org/resource/Let_Them_Talk"
"4.6";"7";"http://dbpedia.org/resource/Fin_(album)"
"4.5";"335";"http://dbpedia.org/resource/Love_Is_a_Four_Letter_Word_(album)"
"3.8";"5";"http://dbpedia.org/resource/X_Marks_Destination"
"3.1";"7";"http://dbpedia.org/resource/Sweet_7"
"4.8";"19";"http://dbpedia.org/resource/Leaves_Turn_Inside_You"
"4.4";"137";"http://dbpedia.org/resource/A.D.D._(Audio_Day_Dream)"
"4.5";"153";"http://dbpedia.org/resource/Feel_the_Steel"
"4.3";"10";"http://dbpedia.org/resource/Look_to_the_Sky"
"4.0";"65";"http://dbpedia.org/resource/Desperate_Youth,_Blood_Thirsty_Babes"
"4.1";"42";"http://dbpedia.org/resource/The_Magic_Numbers_(album)"
"4.1";"22";"http://dbpedia.org/resource/Drums_and_Guns"
"4.6";"5";"http://dbpedia.org/resource/Strength_in_Numbers_(Calla_album)"
"4.0";"1";"http://dbpedia.org/resource/The_Futureheads_(album)"
"4.4";"65";"http://dbpedia.org/resource/The_Preacher's_Son"
"4.5";"19";"http://dbpedia.org/resource/When_I_Pretend_to_Fall"
"4.0";"67";"http://dbpedia.org/resource/D-D-Don't_Don't_Stop_the_Beat"
"4.2";"15";"http://dbpedia.org/resource/Mechanical_Wonder"
"4.8";"23";"http://dbpedia.org/resource/Transfiguration_of_Vincent"
"4.9";"7";"http://dbpedia.org/resource/Killer_Sounds"
"4.2";"44";"http://dbpedia.org/resource/Ta_det_lugnt"
"3.8";"23";"http://dbpedia.org/resource/One_Soul_Now"
"3.8";"15";"http://dbpedia.org/resource/Under_the_Boards"
"3.9";"19";"http://dbpedia.org/resource/Akron/Family_(album)"
"4.0";"2";"http://dbpedia.org/resource/Only_Built_4_Cuban_Linx..._Pt._II"
"4.5";"2";"http://dbpedia.org/resource/Calamity_(album)"
"4.2";"238";"http://dbpedia.org/resource/Morph_the_Cat"
"3.5";"110";"http://dbpedia.org/resource/Songs_from_Black_Mountain"
"4.4";"47";"http://dbpedia.org/resource/The_Boy_with_No_Name"
"4.4";"59";"http://dbpedia.org/resource/Dig,_Lazarus,_Dig!!!"
"4.2";"26";"http://dbpedia.org/resource/Fake_Songs"
"4.5";"12";"http://dbpedia.org/resource/Comicopera"
"4.4";"32";"http://dbpedia.org/resource/Authenticity_(Foreign_Exchange_album)"
"4.3";"141";"http://dbpedia.org/resource/The_Curse_of_Blondie"
"3.5";"42";"http://dbpedia.org/resource/Fantasy_Black_Channel"
"3.5";"10";"http://dbpedia.org/resource/The_Golden_D"
"4.1";"15";"http://dbpedia.org/resource/Born_in_the_U.K."
"4.6";"50";"http://dbpedia.org/resource/Civilian_(Wye_Oak_album)"
"3.5";"60";"http://dbpedia.org/resource/Good_Morning_Revival"
"3.7";"24";"http://dbpedia.org/resource/Fornever"
"4.8";"12";"http://dbpedia.org/resource/Ravedeath,_1972"
"4.8";"27";"http://dbpedia.org/resource/UGK_4_Life"
"3.0";"96";"http://dbpedia.org/resource/Fragments_of_Freedom"
"4.4";"5";"http://dbpedia.org/resource/Marnie_Stern_(album)"
"4.9";"8";"http://dbpedia.org/resource/Special_Affections"
"4.3";"262";"http://dbpedia.org/resource/Avenged_Sevenfold_(album)"
"4.5";"282";"http://dbpedia.org/resource/The_End_of_All_Things_to_Come"
"4.7";"45";"http://dbpedia.org/resource/Apollo_Kids_(album)"
"3.5";"120";"http://dbpedia.org/resource/Raditude"
"4.0";"14";"http://dbpedia.org/resource/Melodia_(album)"
"4.2";"9";"http://dbpedia.org/resource/Remind_Me_Where_the_Light_Is"
"4.8";"27";"http://dbpedia.org/resource/When_It_All_Goes_South"
"3.9";"98";"http://dbpedia.org/resource/Return_to_Cookie_Mountain"
"4.0";"241";"http://dbpedia.org/resource/The_Rainbow_Children"
"4.3";"29";"http://dbpedia.org/resource/Doggumentary"
"4.4";"205";"http://dbpedia.org/resource/Slash_(album)"
"4.4";"118";"http://dbpedia.org/resource/Picaresque_(album)"
"4.3";"40";"http://dbpedia.org/resource/Mar_Dulce_(album)"
"3.8";"23";"http://dbpedia.org/resource/Stir_the_Blood"
"4.8";"20";"http://dbpedia.org/resource/I'll_Be_Lightning"
"4.0";"34";"http://dbpedia.org/resource/Matthew_Morrison_(album)"
"4.6";"54";"http://dbpedia.org/resource/My_Maudlin_Career"
"4.3";"4";"http://dbpedia.org/resource/Bears,_Mayors,_Scraps_&_Bones"
"4.4";"15";"http://dbpedia.org/resource/City_Beach_(album)"
"4.3";"68";"http://dbpedia.org/resource/Radio_Retaliation"
"3.6";"23";"http://dbpedia.org/resource/Trust_Me_(album)"
"4.1";"448";"http://dbpedia.org/resource/White_Blood_Cells_(album)"
"3.6";"93";"http://dbpedia.org/resource/Other_People's_Songs"
"4.4";"68";"http://dbpedia.org/resource/Hell_Hath_No_Fury"
"4.4";"294";"http://dbpedia.org/resource/BLACKsummers'night"
"4.1";"58";"http://dbpedia.org/resource/Blackout!_2"
"4.5";"4";"http://dbpedia.org/resource/The_Glass_Bead_Game_(album)"
"3.6";"200";"http://dbpedia.org/resource/Human_After_All"
"3.8";"52";"http://dbpedia.org/resource/Charango_(album)"
"3.5";"295";"http://dbpedia.org/resource/Around_the_Sun"
"4.5";"2";"http://dbpedia.org/resource/Letters_from_the_Underground"
"3.7";"15";"http://dbpedia.org/resource/Georgia_Clay"
"4.1";"33";"http://dbpedia.org/resource/Streets_of_Gold"
"5.0";"5";"http://dbpedia.org/resource/Pop_Tune"
"4.5";"8";"http://dbpedia.org/resource/Timez_Are_Weird_These_Days"
"4.2";"14";"http://dbpedia.org/resource/Fall_Heads_Roll"
"4.2";"45";"http://dbpedia.org/resource/Hello_Waveforms"
"4.2";"35";"http://dbpedia.org/resource/Never_Cry_Another_Tear"
"4.6";"16";"http://dbpedia.org/resource/Welcome_to_Mali"
"4.2";"227";"http://dbpedia.org/resource/Getting_Away_with_Murder_(album)"
"4.2";"98";"http://dbpedia.org/resource/Veckatimest"
"4.5";"112";"http://dbpedia.org/resource/Murdered_Love"
"4.6";"15";"http://dbpedia.org/resource/From_Here_We_Go_Sublime"
"4.3";"12";"http://dbpedia.org/resource/Dirty_Words"
"4.0";"118";"http://dbpedia.org/resource/Lions_(album)"
"4.0";"188";"http://dbpedia.org/resource/Live_Like_You_Were_Dying"
"4.3";"152";"http://dbpedia.org/resource/Memphis_Blues_(album)"
"3.5";"10";"http://dbpedia.org/resource/On_Your_Sleeve"
"4.2";"55";"http://dbpedia.org/resource/Rising_Down"
"4.2";"6";"http://dbpedia.org/resource/The_Magic_Place"
"4.6";"87";"http://dbpedia.org/resource/This_Delicate_Thing_We've_Made"
"4.2";"73";"http://dbpedia.org/resource/Now_Here_Is_Nowhere"
"4.2";"12";"http://dbpedia.org/resource/Foundling_(album)"
"4.8";"28";"http://dbpedia.org/resource/Black_Sheep_Boy"
"3.5";"15";"http://dbpedia.org/resource/Brooklyn's_Don_Diva"
"4.5";"180";"http://dbpedia.org/resource/Dark_Roots_of_Earth"
"4.3";"17";"http://dbpedia.org/resource/Made_in_China_(album)"
"3.9";"9";"http://dbpedia.org/resource/Everyday_I_Said_a_Prayer_for_Kathy_and_Made_a_One_Inch_Square"
"4.0";"4";"http://dbpedia.org/resource/Beaus$Eros"
"4.6";"185";"http://dbpedia.org/resource/American_III:_Solitary_Man"
"4.4";"38";"http://dbpedia.org/resource/Escondida_(album)"
"4.5";"4";"http://dbpedia.org/resource/Chemical_Warfare_(album)"
"4.1";"33";"http://dbpedia.org/resource/I_Am_the_West"
"4.7";"147";"http://dbpedia.org/resource/The_Guitar_Song"
"4.5";"19";"http://dbpedia.org/resource/Tronic"
"4.3";"15";"http://dbpedia.org/resource/I_Am_the_Fun_Blame_Monster!"
"3.0";"10";"http://dbpedia.org/resource/The_Rebirth_of_Venus"
"4.0";"687";"http://dbpedia.org/resource/Break_the_Cycle"
"4.5";"82";"http://dbpedia.org/resource/Foot_of_the_Mountain"
"4.1";"13";"http://dbpedia.org/resource/Big_Dreams_&_High_Hopes"
"4.4";"511";"http://dbpedia.org/resource/In_Rainbows"
"4.7";"40";"http://dbpedia.org/resource/The_Midnight_Organ_Fight"
"4.0";"45";"http://dbpedia.org/resource/Live_on_I-5"
"4.4";"185";"http://dbpedia.org/resource/Poses_(album)"
"4.1";"14";"http://dbpedia.org/resource/Cedars_(album)"
"4.2";"32";"http://dbpedia.org/resource/Darkly,_Darkly,_Venus_Aversa"
"4.4";"74";"http://dbpedia.org/resource/Downtown_Church"
"3.4";"86";"http://dbpedia.org/resource/If_Only_You_Were_Lonely"
"4.2";"151";"http://dbpedia.org/resource/The_Oracle_(album)"
"4.6";"7";"http://dbpedia.org/resource/Black_Swan_(album)"
"4.2";"9";"http://dbpedia.org/resource/Outside_Closer"
"4.8";"4";"http://dbpedia.org/resource/The_Way_the_Wind_Blows"
"4.4";"96";"http://dbpedia.org/resource/Locked_Down_(album)"
"4.6";"125";"http://dbpedia.org/resource/Walking_on_a_Dream"
"4.2";"103";"http://dbpedia.org/resource/Sale_el_Sol"
"3.1";"8";"http://dbpedia.org/resource/Music_for_Courage_and_Confidence"
"4.2";"34";"http://dbpedia.org/resource/Sounds_from_Nowheresville"
"4.0";"139";"http://dbpedia.org/resource/%22V%22_Is_for_Vagina"
"4.7";"3";"http://dbpedia.org/resource/Dark_End_of_the_Street_(album)"
"4.0";"13";"http://dbpedia.org/resource/Humming_by_the_Flowered_Vine"
"4.6";"9";"http://dbpedia.org/resource/The_Airing_of_Grievances"
"4.2";"12";"http://dbpedia.org/resource/Devil's_Music"
"4.1";"7";"http://dbpedia.org/resource/Dead_Media"
"4.5";"478";"http://dbpedia.org/resource/Hopes_and_Fears"
"4.1";"18";"http://dbpedia.org/resource/My_Father_Will_Guide_Me_up_a_Rope_to_the_Sky"
"4.4";"113";"http://dbpedia.org/resource/The_Road_and_the_Radio"
"4.3";"27";"http://dbpedia.org/resource/Monoliths_&_Dimensions"
"4.6";"20";"http://dbpedia.org/resource/The_Lemon_of_Pink"
"4.4";"37";"http://dbpedia.org/resource/Love_the_Future"
"4.6";"9";"http://dbpedia.org/resource/An_Imaginary_Country"
"3.7";"241";"http://dbpedia.org/resource/Pain_Is_Love"
"4.2";"53";"http://dbpedia.org/resource/Familiar_to_Millions"
"4.2";"22";"http://dbpedia.org/resource/Black_Dialogue"
"4.2";"44";"http://dbpedia.org/resource/Artwork_(album)"
"4.2";"76";"http://dbpedia.org/resource/Isolation_Drills"
"4.1";"17";"http://dbpedia.org/resource/Golden_Lies"
"3.0";"3";"http://dbpedia.org/resource/Brassbound"
"3.7";"93";"http://dbpedia.org/resource/The_Magnificent_Tree"
"3.7";"36";"http://dbpedia.org/resource/Human_Conditions"
"4.2";"75";"http://dbpedia.org/resource/The_Industrialist"
"4.3";"30";"http://dbpedia.org/resource/The_Temper_Trap_EP"
"4.9";"10";"http://dbpedia.org/resource/For_Hero:_For_Fool"
"4.3";"16";"http://dbpedia.org/resource/Bright_Yellow_Bright_Orange"
"3.2";"18";"http://dbpedia.org/resource/Client_(album)"
"4.3";"288";"http://dbpedia.org/resource/In_Your_Dreams_(album)"
"4.5";"460";"http://dbpedia.org/resource/Hands_All_Over_(album)"
"4.3";"92";"http://dbpedia.org/resource/Red_Letter_Days_(album)"
"4.5";"";"http://dbpedia.org/resource/Back_to_Black"
"4.2";"183";"http://dbpedia.org/resource/Helplessness_Blues"
"4.3";"4";"http://dbpedia.org/resource/Turning_the_Mind"
"4.4";"37";"http://dbpedia.org/resource/Autumn_of_the_Seraphs"
"3.6";"449";"http://dbpedia.org/resource/Liz_Phair_(album)"
"3.8";"43";"http://dbpedia.org/resource/Congregation_of_the_Damned"
"4.1";"322";"http://dbpedia.org/resource/The_Idler_Wheel..."
"4.1";"524";"http://dbpedia.org/resource/All_the_Right_Reasons"
"4.6";"282";"http://dbpedia.org/resource/Details_(album)"
"4.5";"23";"http://dbpedia.org/resource/Prog_(album)"
"4.0";"17";"http://dbpedia.org/resource/Skying"
"4.5";"59";"http://dbpedia.org/resource/Major/Minor_(album)"
"4.4";"391";"http://dbpedia.org/resource/The_Soft_Bulletin"
"4.4";"76";"http://dbpedia.org/resource/The_Meadowlands_(album)"
"3.7";"3";"http://dbpedia.org/resource/Eats_Darkness"
"4.4";"169";"http://dbpedia.org/resource/The_Battle_for_Everything"
"3.6";"88";"http://dbpedia.org/resource/The_Cosmos_Rocks"
"4.5";"52";"http://dbpedia.org/resource/The_Flying_Club_Cup"
"4.3";"55";"http://dbpedia.org/resource/Mountain_Soul_II"
"3.9";"75";"http://dbpedia.org/resource/Man_vs._Machine"
"3.8";"6";"http://dbpedia.org/resource/Everything_in_Between_(No_Age_album)"
"4.1";"";"http://dbpedia.org/resource/Meteora_(album)"
"4.0";"64";"http://dbpedia.org/resource/The_Fire_Theft_(album)"
"3.4";"28";"http://dbpedia.org/resource/Post_Mortem_(album)"
"4.2";"200";"http://dbpedia.org/resource/Emotion_&_Commotion"
"3.9";"105";"http://dbpedia.org/resource/Based_on_a_T.R.U._Story"
"4.4";"35";"http://dbpedia.org/resource/Not_Without_a_Fight"
"4.0";"158";"http://dbpedia.org/resource/Kris_Allen_(album)"
"4.6";"46";"http://dbpedia.org/resource/To_Lose_My_Life..."
"4.8";"412";"http://dbpedia.org/resource/Intimacy:_Album_III"
"4.2";"30";"http://dbpedia.org/resource/Multiply_Additions"
"4.5";"137";"http://dbpedia.org/resource/1st_Born_Second"
"4.4";"5";"http://dbpedia.org/resource/School_of_the_Flower"
"4.7";"3";"http://dbpedia.org/resource/Carboniferous_(album)"
"4.5";"106";"http://dbpedia.org/resource/Black_Cadillac"
"3.6";"76";"http://dbpedia.org/resource/The_New_Game"
"4.4";"12";"http://dbpedia.org/resource/Two_Dancers"
"4.3";"203";"http://dbpedia.org/resource/Sleep_Through_the_Static"
"4.2";"55";"http://dbpedia.org/resource/Wounded_Rhymes"
"4.5";"181";"http://dbpedia.org/resource/The_Crane_Wife"
"4.8";"35";"http://dbpedia.org/resource/Jj_n%C2%B0_2"
"3.7";"34";"http://dbpedia.org/resource/One_Plus_One_Is_One"
"4.2";"148";"http://dbpedia.org/resource/Waiting_for_the_Sirens'_Call"
"4.5";"8";"http://dbpedia.org/resource/St._Jude_(album)"
"4.3";"172";"http://dbpedia.org/resource/Beaucoup_Fish"
"4.6";"98";"http://dbpedia.org/resource/Game_Theory_(album)"
"4.3";"430";"http://dbpedia.org/resource/Some_Devil"
"4.3";"15";"http://dbpedia.org/resource/Dye_It_Blonde"
"4.2";"60";"http://dbpedia.org/resource/Tinted_Windows_(album)"
"2.8";"452";"http://dbpedia.org/resource/Results_May_Vary"
"3.4";"45";"http://dbpedia.org/resource/Hannicap_Circus"
"5.0";"1";"http://dbpedia.org/resource/One_Beat"
"3.8";"337";"http://dbpedia.org/resource/The_Long_Road"
"4.7";"54";"http://dbpedia.org/resource/Gavin_DeGraw_(album)"
"3.8";"35";"http://dbpedia.org/resource/Rehearsing_My_Choir"
"3.9";"168";"http://dbpedia.org/resource/Sugar_Mountain_%E2%80%93_Live_at_Canterbury_House_1968"
"4.3";"42";"http://dbpedia.org/resource/A_Boot_and_a_Shoe"
"3.5";"6";"http://dbpedia.org/resource/Look_What_You_Made_Me"
"3.8";"58";"http://dbpedia.org/resource/Bittersweet_World"
"4.7";"60";"http://dbpedia.org/resource/Do_You_Want_the_Truth_or_Something_Beautiful%3F"
"4.9";"16";"http://dbpedia.org/resource/Getting_Away_with_It..._Live"
"4.1";"23";"http://dbpedia.org/resource/No_Baggage"
"4.9";"16";"http://dbpedia.org/resource/Make_a_Scene"
"4.4";"30";"http://dbpedia.org/resource/Primary_Colours_(album)"
"4.2";"376";"http://dbpedia.org/resource/Amarantine_(album)"
"4.4";"136";"http://dbpedia.org/resource/Strangeland_(album)"
"4.4";"90";"http://dbpedia.org/resource/Scars_&_Stories"
"4.1";"427";"http://dbpedia.org/resource/God_Hates_Us_All"
"4.7";"3";"http://dbpedia.org/resource/Now,_More_Than_Ever"
"3.0";"3";"http://dbpedia.org/resource/Trapped_Animal"
